where|0:61,75,76;1:17,236,295,296,589,659,660,661,662,810,1163,1239,1476,1546,1706,1722,1861,2008,2084,2098,2189,2228,2239,2250,2380,2619;
mean|0:61,63;1:245,359,359,378,403,530,540,775,1019,1021,1124,1171,1230,1338,1364,1392,1394,1395,1420,1724,2100,2106,2142,2184,2374,2413;
start|0:63;1:51,57,63,154,192,202,205,214,225,229,278,290,385,387,394,474,480,485,486,492,495,598,603,623,654,656,659,670,673,681,714,804,804,807,808,810,835,848,927,933,934,969,1084,1087,1154,1154,1162,1220,1298,1355,1451,1491,1588,1684,1692,1693,1695,1712,1782,1787,1959,2023,2023,2074,2074,2095,2230,2314,2378,2552;
stop|0:63;1:292,374,405,754,928,1045,1103,1106,1154,1155,1202,1308,1360,1385,1691,1857,1875,2334,2353,2606;
control|0:64,93,310;1:121,196,288,289,601,1553,1554,2267,2296;
anoth|0:64,110;1:268,408,543,626,650,680,998,1190,1190,1220,1310,1455,1475,1478,1482,1521,1585,2111,2237,2260,2337,2378,2699;
fig|0:64,82,98,156,157,177,178,194,195,225,226;
give|0:65;1:4,271,310,491,582,601,621,964,1172,1221,1254,1264,1273,1282,1286,1433,1459,1482,1494,1712,1819,1873,1907,1968,1971,1974,1980,2047,2132,2306,2415,2450,2486;
exampl|0:65,211,287;1:430,535,543,769,812,865,899,1271,1363,1455,1473,1478,1488,1512,1521,1775,2164,2330;
school|0:65;1:274,330,2148,2157,2161,2164,2174,2179,2367;
compris|0:65,101;
local|0:66,115,119,259,289;1:463;
area|0:66,114,115,116,117,119,122,126,206,207,214,215,216,227,228,233,259;1:1083;
lan|0:66,115,120,129,131,155,157,176,178,193,195,217,229,244,250,264;
each|0:67,78,104,107,159,161,164,181,198,202,206,219;1:11,178,434,770,860,896,897,1071,1167,2234,2368,2597;
variou|0:67,254;1:1158;
ii|0:68;1:2734;
type|0:68,70,112,254,264,277,279;1:204,206,959,1708,1831,1831,2515;
configur|0:69,71,249;
broadli|0:70;
speak|0:70;1:22,1820,2557,2653;
there|0:70,188,276;1:5,218,286,314,327,387,387,431,471,491,493,494,521,538,539,541,550,556,561,576,599,609,635,648,693,756,808,809,885,885,895,902,925,1012,1018,1024,1028,1045,1116,1117,1124,1139,1159,1201,1231,1263,1266,1314,1362,1388,1392,1441,1476,1493,1556,1572,1612,1612,1682,1688,1703,1704,1732,1757,1761,1850,1851,1903,1928,1954,1954,2009,2010,2061,2062,2069,2078,2078,2088,2091,2107,2108,2114,2114,2114,2121,2126,2126,2127,2127,2137,2151,2151,2155,2165,2174,2221,2221,2228,2275,2282,2327,2327,2349,2352,2354,2366,2377,2404,2479,2505,2551,2575,2586,2602,2619;
commonli|0:74,193;
less|0:75,124,301;1:18,18,56,59,67,188,194,206,524,627,712,713,728,754,819,877,913,924,1255,1310,1346,1508,1540,2205;
ten|0:75;1:148,161,258,413,498,628,793,919,937,945,1198,1199,1200,1204,1305,1306,1352,1363,1363,1515,1774,1781,1781,1792,1809,1835,2377;
involv|0:76;1:607,884,1954,2049;
strict|0:76;1:764,1605;
secur|0:76,354;
necessari|0:76;1:2055,2422;
same|0:77,229;1:33,157,277,279,423,664,793,830,952,1068,1221,1366,1445,1450,1827,1932,1953,1963,2230,2288,2383;
statu|0:77;1:28;
henc|0:77;
term|0:77;1:286,384,390,567,606,718,725,1260,1474,1596;
equal|0:78;1:2478;
foot|0:78;1:1445;
across|0:79,210,274;1:179,2673;
scanner|0:81;
ani|0:81,217,268,268,296;1:250,428,483,518,613,774,820,905,992,1162,1285,1445,1683,1975,2092,2112,2214,2261,2291,2330,2337,2346,2354,2410,2556,2588,2597,2611;
repres|0:82,98,156,177,194,206,225,295;1:2161;
how|0:82,98;1:18,124,174,191,194,195,196,258,270,282,305,319,330,335,456,459,488,517,579,583,669,682,689,689,770,786,874,899,972,1023,1083,1114,1158,1173,1193,1318,1322,1328,1335,1337,1423,1436,1465,1466,1466,1466,1481,1546,1692,1755,1815,1816,1827,1860,1865,1869,1873,1886,1887,1888,1888,1889,1901,1901,1944,1978,2034,2058,2099,2119,2135,2141,2143,2145,2145,2198,2200,2201,2212,2215,2216,2246,2294,2308,2311,2326,2357,2475,2487,2492,2505,2506,2508,2536,2566,2584,2591,2610,2637,2638;
127|0:87,286,287;
suitabl|0:89;
larger|0:90;1:2466;
central|0:90,180,183,209;
act|0:90;1:476,676,730,1314,1725,1857,1902,2413;
storag|0:91;1:633,2287;
locat|0:91,121;1:1774;
applic|0:91,316,319,344;1:947,1695,2110,2114,2121,2686;
usual|0:92,200;1:303,548,606,612,621,707,896,918,1010,1011,1012,1118,1145,1182,1183,1230,1243,1418,1855,2007,2009,2380,2407;
higher|0:92,126,131;
averag|0:93;1:393,2305,2476;
perform|0:93;1:2251;
access|0:94,96,173,324;1:219;
refer|0:95,337;1:290;
administr|0:96;1:2040;
right|0:96;1:105,311,326,333,335,337,436,494,529,647,687,713,768,793,869,923,999,1070,1134,1177,1287,1295,1384,1387,1493,1546,1597,1614,1713,1717,1766,1822,1877,1966,2003,2013,2016,2046,2061,2114,2236,2306,2336,2444,2444,2587,2591,2634,2719;
while|0:96,212;1:225,339,437,444,632,833,871,878,1297,1483,1693,1724,1758,2234,2339,2373,2423,2426,2499;
cannot|0:97;1:820,1989,1989;
use|0:97,109,123,127,146,148,151,180,193,223,229,246,322,329,339;1:13,23,153,155,161,165,218,380,427,463,633,639,673,762,766,838,843,944,946,953,959,966,975,978,986,1004,1032,1076,1104,1104,1105,1107,1107,1115,1175,1235,1266,1306,1448,1474,1483,1484,1538,1539,1539,1588,1613,1613,1704,1734,1739,1768,1789,1839,1906,1958,1978,1992,2005,2169,2175,2256,2297,2312,2312,2320,2342,2362,2410,2410,2428,2522,2554,2559,2561,2575,2579,2590,2618;
3|0:98,261,346;1:152;
iii|0:100;
compon|0:100,102;
minimum|0:103;1:784,1224;
least|0:103;1:1188,1225,1285,2005,2227,2234,2387,2526;
cabl|0:104,123,145,146,181,188,219,221,234,256,258;
although|0:105,302;
wireless|0:105,118,204,236,246,259,340;
interfac|0:107,108,199,307,319;
card|0:108,307,310;1:644,1477,1535,1603;
nic|0:108,340;
switch|0:109,109,184,188,209,209,235,311;1:1201;
point|0:110,182,182,197,197,204,205,264,265,342;1:363,514,517,550,646,836,1214,1360,1522,1553,1572,1610,2116,2170,2379;
hub|0:110,183;
outdat|0:110;1:384;
oper|0:111,131,208;1:1869;
softwar|0:111;1:30,151,155,431,527,529,595,724,946,970,995,1010,1193,1811,1977,1994,2056,2506;
iv|0:112;
divid|0:113,205,275;1:1369;
into|0:113,114,170,206,275;1:181,242,294,347,455,613,624,685,790,858,882,955,996,996,996,997,1006,1082,1150,1160,1161,1196,1243,1272,1274,1325,1344,1349,1351,1361,1362,1363,1369,1388,1427,1442,1447,1465,1504,1545,1588,1699,1802,1879,1892,1951,1999,2008,2094,2156,2188,2258,2279,2288,2309,2443,2592,2596,2608,2631,2694;
geograph|0:113,205,215,218;
fall|0:114;1:469,2097,2156,2446;
these|0:114;1:3,174,239,331,345,421,458,593,727,780,782,829,940,985,987,1062,1098,1102,1143,1209,1316,1334,1391,1419,1488,1518,1705,1722,1794,1812,1851,1879,1948,1952,1956,1958,1963,1985,1998,2119,2144,2144,2197,2200,2204,2236,2258,2274,2311,2473,2515,2545,2576,2579,2594,2599,2608;
major|0:114;1:1512,2421;
categori|0:114;
wide|0:116,127,214,215;1:1081,2297;
wan|0:116,124,218,224,226;
metropolitan|0:117,227,228,233;
man|0:117,232,234;1:624,946;
gener|0:120,126,271;1:158,413,553,1261,1487,1685,1919,1920,1936,1938,2355,2571;
confin|0:120,122;
specif|0:120,207;1:764,834,1213,1708,2117,2117,2152,2571;
floor|0:121;1:448,828;
build|0:121;1:58,58,62,98,145,187,259,265,283,348,408,429,433,460,528,591,605,614,618,637,670,679,679,681,696,700,777,789,848,859,861,861,994,995,1027,1040,1074,1106,1229,1232,1249,1403,1421,1563,1567,1786,1798,1818,1820,1821,1994,2023,2203,2686;
small|0:121,125;1:151,151,162,169,206,319,320,322,338,338,339,349,350,487,633,780,1077,1121,1183,1253,1261,1261,1347,1367,1390,1391,1474,1702,1775,1841,1971,2085,2087,2182,2185,2458,2465,2546,2549;
be|0:122;1:340,372,374,521,568,648,670,696,1177,1251,1368,1385,1421,1471,1517,1746,1766,1891,1956,2168,2211,2312,2360,2465,2551,2558,2559;
possibl|0:122,245;1:186,887,1101,1101,1211,1683,1713,2036,2278,2514;
case|0:122;1:221,1324,2356,2356;
transmiss|0:123,312;
expens|0:124,125;1:344,347,540,592,646,659,665,728,963,1458,1803,2015,2510;
becaus|0:125,164,198;1:247,295,300,366,381,463,524,527,866,893,1019,1020,1031,1120,1139,1140,1193,1201,1242,1360,1419,1537,1545,1591,1595,1843,1852,1862,1924,2022,2037,2211,2220,2520,2521,2539,2587,2588;
keep|0:125;1:17,32,162,196,225,430,501,513,708,731,781,784,1038,1131,1246,1252,1288,1349,1432,1559,1606,1755,1759,1761,1769,1784,1908,2024,2036,2075,2277,2357,2360,2526;
your|0:125;1:21,50,69,70,81,86,88,92,99,122,184,184,188,224,225,243,244,251,258,268,271,287,291,291,292,309,319,333,337,343,373,403,404,407,409,423,425,435,469,472,479,481,495,495,497,500,504,507,507,603,611,623,626,634,638,642,643,654,662,680,683,687,689,690,700,709,731,732,733,734,794,794,796,819,821,821,823,830,860,924,927,936,951,952,957,979,980,982,990,991,1002,1016,1018,1022,1091,1092,1109,1115,1128,1133,1142,1150,1153,1162,1165,1168,1178,1208,1220,1226,1231,1252,1259,1264,1264,1275,1296,1309,1313,1321,1349,1370,1371,1386,1417,1439,1441,1443,1465,1465,1467,1471,1489,1498,1499,1508,1540,1552,1552,1553,1558,1559,1560,1561,1569,1570,1570,1572,1588,1589,1598,1598,1599,1610,1611,1613,1614,1614,1681,1689,1690,1691,1692,1704,1706,1714,1724,1743,1749,1759,1759,1770,1771,1780,1782,1789,1800,1804,1825,1826,1828,1839,1840,1845,1868,1868,1870,1873,1874,1890,1899,1914,1924,1938,1951,1954,1970,1973,1987,1992,1993,1997,2023,2025,2045,2046,2046,2049,2050,2072,2112,2115,2117,2118,2118,2118,2124,2125,2127,2204,2227,2268,2272,2277,2278,2302,2305,2305,2331,2340,2341,2346,2360,2383,2384,2386,2386,2387,2388,2421,2443,2445,2458,2460,2473,2474,2483,2509,2551,2552,2560,2562,2567,2569,2618,2667,2670,2673,2679;
obtain|0:126;
speed|0:126,129,131;1:123,944,2014,2304;
person|0:127,222;1:154,220,569,573,641,1315,1941,1954,2043,2059,2071,2122,2139,2209,2234,2237,2295,2300,2315,2320,2343,2344,2523,2539,2568,2570,2570,2726;
workstat|0:128,147;
offic|0:128,231,244,245;1:226,355,543,560,631,631,649,726,971,2502,2520;
factori|0:128;1:24,451,591,637,1886,2249;
tradit|0:129,250,327;1:193,412,1836;
10|0:129;1:162,223,695,1166,1364,2016;
100|0:130,131;1:164,223,2461;
mbp|0:130,132;
low|0:130,169;1:731,1235,1373,1518,2177,2278;
make|0:130;1:5,13,49,51,65,65,83,151,167,180,181,188,223,288,300,304,311,334,364,369,374,376,399,400,404,410,411,427,428,433,444,446,461,470,474,480,483,504,507,529,541,551,630,662,689,694,702,728,729,733,756,758,758,760,783,799,800,801,824,830,840,851,851,856,858,859,860,863,873,875,878,878,882,883,884,915,917,922,925,962,972,983,983,983,989,1044,1062,1082,1087,1104,1104,1109,1132,1162,1167,1169,1208,1216,1274,1298,1355,1360,1382,1383,1383,1387,1390,1391,1391,1394,1394,1400,1441,1443,1453,1566,1591,1592,1600,1614,1705,1705,1740,1768,1782,1789,1820,1874,1882,1889,1911,1939,1970,1971,1973,2085,2096,2134,2170,2187,2212,2215,2221,2227,2235,2246,2249,2311,2315,2336,2373,2380,2394,2406,2421,2453,2455,2466,2547,2548,2559,2563,2566,2595,2679;
veri|0:130;1:902,1248,1288,1761,2305,2351,2583,2615,2691;
few|0:130;1:220,221,308,413,498,550,551,1020,1211,1328,1335,1356,1400,1537,1599,1600,1606,1726,1730,1746,1851,1857,2000,2024,2143,2208,2227,2235,2235,2387,2583;
error|0:130,309;1:1994;
never|0:131;1:178,202,213,227,233,279,308,388,508,510,660,927,949,1062,1107,1194,1323,1405,1432,1433,1459,1459,1467,1504,1538,1539,1699,1723,1780,1829,1843,1900,2032,2148,2272,2327,2374,2454,2469,2504,2508,2575,2595;
up|0:131,188;1:163,188,203,298,301,309,310,313,343,360,364,374,375,380,409,431,441,444,446,449,545,549,551,601,604,614,659,665,667,839,852,852,922,925,945,975,995,1020,1076,1092,1127,1165,1172,1173,1234,1253,1273,1302,1307,1308,1323,1329,1375,1392,1432,1499,1503,1504,1510,1558,1559,1561,1573,1590,1594,1596,1686,1690,1701,1712,1722,1735,1770,1778,1924,1929,1952,1960,2014,2041,2047,2050,2091,2101,2172,2173,2186,2187,2193,2249,2290,2292,2313,2318,2331,2427,2453,2506,2521,2537,2540,2594,2630;
topolog|0:133,134,136,138,139,140,141,142,143,144,146,151,152,153,154,156,157,158,159,170,171,171,173,176,177,178,179,180,184,186,186,190,190,191,193,194,195,196,200,203,204;
logic|0:134;1:476;
take|0:134;1:126,192,193,224,346,346,346,410,577,598,603,611,617,669,730,818,877,911,1062,1087,1130,1160,1195,1228,1255,1284,1284,1323,1328,1329,1332,1338,1346,1351,1478,1480,1489,1494,1495,1496,1526,1610,1785,1787,1795,2008,2135,2163,2296,2315,2344,2355,2403,2494;
sever|0:134;1:1313,2343;
form|0:135,153,185,254;1:1836,1838,2111;
understand|0:136;1:174,1071,1098,1297,1423,1423,1424,1426,1430,1610,1893,2033,2136,2213,2343,2368,2425;
ethernet|0:136,263,271,272;
token|0:136,173,174,175;
ring|0:136,139,158,159,161,164,170,171,172,174,176,176,178,190;1:1210;
bu|0:138,143,144,146,151,154,155,157,171,190;
star|0:140,179,180,184,185,186,191,194,195;1:130,2471,2472,2473,2475,2478,2479;
mesh|0:141,196,197,200,201;
cellular|0:142,203,204;
typic|0:146;1:3,1192,1460;
