2
becom|0:94,475,1458,1497,1505;1:1263,3133,7635,8273,8863,9961,10048,10495,11152,11999,14721,15534|3.0902,7.4164|1.0000
increasingli|0:95,1498|1.2361|2.0000
ubiquit|0:96|0.6180|2.0000
today|0:97,1368;1:1011,1047,1088,1556,2572,5289,5777,5821,6278,9992,11258,12758,14023,15223,15599,15690,16991|1.2361,10.5066|1.0000
world|0:98,1164;1:95,238,553,667,726,916,1111,1115,1123,1155,1195,1208,1213,1226,1236,1243,1250,1261,1752,2511,2867,3020,3294,3962,4361,4363,5293,5410,5997,6620,8115,9121,9766,11000,11088,11617,11694,11715,11893,11940,15015|1.2361,25.3394|1.0000
much|0:101,1459;1:663,1291,1510,1934,1969,2752,3105,3435,3463,3542,4109,4664,5361,5703,6965,7149,7277,7416,8222,9169,9826,9937,10025,10809,11162,11327,11640,12269,12839,13111,13323,13418,13441,13660,13673,13707,13712,13740,13887,14003,14015,14041,14195,14641,15562,15951,15959,15972|1.2361,29.6656|1.0000
than|0:102,156,330,417,556;1:163,273,510,548,624,628,642,818,872,1215,1333,1613,1727,1954,2080,2578,2926,3033,3076,3375,3642,3762,4279,4657,4672,4838,5439,6199,6204,6330,6954,7007,7484,7859,7871,8065,8173,8318,8615,8631,8787,9037,9633,9743,10008,10410,10546,10569,10600,10627,10819,10836,11290,11595,11643,11767,12580,13008,13077,13087,13421,13651,13690,13708,13749,13966,14010,14054,14296,14877,14992,15362,15427,15753,16091|3.0902,46.3525|1.0000
collect|0:103,150,206,263;1:8684,16142|2.4721,1.2361|1.0000
interconnect|0:104,109,193,262,267,963,1338,1349|4.9443|2.0000
devic|0:105,249,358,479,634,666,718,727,733,815,822,829,855,903,907,912,955,973|11.1246|2.0000
system|0:108,192,497,1337,1348,1615;1:5344,6739,9548,10937,12858|3.7082,3.0902|1.0000
purpos|0:111,1381,1412,1414;1:12063|2.4721,0.6180|1.0000
share|0:112,224,247,351,357,412,577,637,1017;1:638,792,2585,3794,3908,3921,11370,11598,11611,11638,11746,15515,15517,16918,16930,16943|5.5623,9.8885|1.0000
digit|0:113;1:5948|0.6180,0.6180|1.0000
inform|0:114,121,153,225,230,272,1548;1:1564,7477,11371,11718,14376,14435,16335,16919,17167|4.3262,5.5623|1.0000
enabl|0:117,148,1567|1.8541|2.0000
analyz|0:118;1:9963|0.6180,0.6180|1.0000
organ|0:119,1343;1:184,3149,4408,16917|1.2361,2.4721|1.0000
dissemin|0:120,152|1.2361|2.0000
essenti|0:122,1268;1:5459|1.2361,0.6180|1.0000
profit|0:123;1:531,598,692,1903,2153,4022,4040,4050,4070,4093,6115,10116|0.6180,7.4164|1.0000
rise|0:124|0.6180|2.0000
intranet|0:125,131,142,147,162;1:636|3.0902,0.6180|1.0000
internet|0:126,132,137,189,299,1198,1214,1267;1:671,675,2328|4.9443,1.8541|1.0000
import|0:127,613;1:1635,2244,2790,4448,5467,6827,6854,7028,7035,7858,8855,8865,8872,10007,10906,10971,10973,12579,13061,13083,13833,14613,14633,15026|1.2361,14.8328|1.0000
aspect|0:128;1:12936|0.6180,0.6180|1.0000
privat|0:133,1070|1.2361|2.0000
busi|0:134,139,149,160,166;1:126,146,276,499,509,521,588,619,651,775,847,861,893,902,915,926,932,976,1001,1014,1072,1260,1273,1277,1381,1455,1491,1493,1714,1765,1824,1828,1848,1898,1901,2136,2150,2165,2192,2316,2332,2418,2808,2977,3002,3389,3530,3547,3554,3593,3610,3716,3873,3950,3998,4009,4036,4043,4053,4067,4072,4082,4084,4091,4096,4107,4258,4281,4288,4306,4329,4360,4428,4515,4523,4708,5766,6004,6040,6098,6376,6619,9113,9136,9375,10151,10526,11114,11224,11308,11427,11608,11616,11618,11644,11687,11693,11736,11745,11800,11892,12224,12559,12565,12571,12938,13094,13713,15013,15624,15731,16051,16083,16257,16425,16861,16922,17124|3.0902,72.9280|1.0000
base|0:136;1:502,505,4191,4661,5595,9202,10454,13367,16966|0.6180,5.5623|1.0000
technolog|0:138,552,1060,1470,1503,1565;1:1022,4381,5747,14042|3.7082,2.4721|1.0000
current|0:140;1:5662,10480,10498,13631|0.6180,2.4721|1.0000
implement|0:141,161,327,555;1:5343,7694|2.4721,1.2361|1.0000
breakneck|0:143|0.6180|2.0000
pace|0:144|0.6180|2.0000
reason|0:145;1:320,1005,2025,5175,5498,6805,7158,11031,11177|0.6180,5.5623|1.0000
onli|0:146,430,441,548,716,787,1256;1:1138,1739,1936,2129,2725,3628,3917,4212,4684,4756,5150,5466,6642,7234,7547,7836,8080,8474,8502,8869,9735,9889,12505,13271,13590,14072,14193,14699,14703,15164,15368,16033,16175,16435,16613,16622,16680|4.3262,22.8673|1.0000
manag|0:151,1424;1:431,570,608,613,4313,12841,13845,13846,13863,13935,14279,15440,15846,16900,17189|1.2361,9.2705|1.0000
quickli|0:154;1:2635,3615,4423,4440,7634,8190,8808,9945,12325,14631,14715,15983|0.6180,7.4164|1.0000
easili|0:155;1:1020,4400,5326,12421|0.6180,2.4721|1.0000
ever|0:157;1:1820,4346,4573,6838,7274,7613,11282,12714,14649,15350|0.6180,6.1803|1.0000
befor|0:158;1:1420,1568,1575,1640,3752,4150,4773,5376,6449,6468,6881,6956,7039,7096,7229,11064,11078,11097,11165,12449,12672,12850,12886,14459,14986,15331,15853,16678|0.6180,17.3050|1.0000
mani|0:159;1:1461,1797,3099,3102,4200,5627,5956,6006,6774,10211,10729,10793,11692,12308,12462,12926,13000,14680|0.6180,11.1246|1.0000
simpli|0:163,240;1:4995,5559,6579,8809,16236|1.2361,3.0902|1.0000
remain|0:164;1:530,8369|0.6180,1.2361|1.0000
competit|0:165,170;1:357,384,800,820,3077,9673,9756,9834,9939,9944,9980,10073,11391,11624|1.2361,8.6525|1.0000
delay|0:167,587;1:5078,5375,8439|1.2361,1.8541|1.0000
like|0:168;1:391,1389,1608,4405,5285,5388,7921,7965,9481,10577,11889,15142,15425,16412|0.6180,8.6525|1.0000
outdist|0:171|0.6180|2.0000
them|0:172,246;1:839,939,1007,1194,1198,1509,1874,1876,1981,2160,2188,2653,2656,3091,3408,3581,3934,4439,4639,4799,4857,5496,5517,5820,5824,6360,6363,6368,6521,6700,7443,8162,8415,8660,8806,9395,9682,9747,9895,10174,10236,10306,10390,10551,10735,10742,10745,10950,11002,11418,11435,11499,11561,11665,11733,11865,12084,12100,12408,12451,13050,13322,13853,13883,14215,14218,14242,14710,14859,14918,14925,14966,15392,15397,15403,15807,16102,16218,16225,16289,16478,16601|1.2361,50.6788|1.0000
present|0:174,1443;1:11763,16279,16868|1.2361,1.8541|1.0000
basic|0:175,1053,1572;1:5095,10581,10585,10855|1.8541,2.4721|1.0000
concept|0:176,1573;1:1135,1162,7469,15638|1.2361,2.4721|1.0000
keyword|0:178|0.6180|2.0000
peer|0:179,180,314,315,320,321,323,324,343,371,372|6.7984|2.0000
client|0:181,317,395,398,428,443,451;1:582,4724,16905|4.3262,1.8541|1.0000
server|0:182,301,318,396,399,406,415,421,435,452,651;1:3915,12868|6.7984,1.2361|1.0000
inter|0:183|0.6180|2.0000
intra|0:185|0.6180|2.0000
commun|0:187,197,236,344,474,958,1021,1028,1171,1176,1427,1440,1456;1:7395,7423,12524,13399,13762,13977,14016,16235,16387,16442|8.0344,6.1803|1.0000
medium|0:188,550,1177;1:9494|1.8541,0.6180|1.0000
protocol|0:190,234,1199,1215,1396,1402|3.7082|2.0000
open|0:191,1336,1347,1611;1:1748,3862,4934,6464,6509,8587,10339,11680,14415,16971|2.4721,6.1803|1.0000
introduct|0:194,1581,1587;1:232,493,9072,12170,12423|1.8541,3.0902|1.0000
support|0:196,1206,1217;1:3400,3445,3853,9447,12658,12854,12876,12880,14681,15064,15221|1.8541,6.7984|1.0000
two|0:198,221,310,465,1015,1034,1044,1087;1:517,755,1034,1223,1776,3248,3768,3788,4757,6377,8006,8028,8041,8073,8128,8174,8192,8522,8836,8996,14135,14471,16583,16764,16791|4.9443,15.4508|1.0000
program|0:199;1:657,3472,4733,5299,11824|0.6180,3.0902|1.0000
run|0:200,581,1076;1:496,860,908,1893,1900,2335,2342,2415,2597,3230,3244,3546,3648,4030,4280,4646,4710,4722,9374,10714,11061,11344,13808,13912,16239|1.8541,15.4508|1.0000
physic|0:201,603,605,632,639,1415;1:3999,4362,4377|3.7082,1.8541|1.0000
distant|0:202|0.6180|2.0000
machin|0:203,1109;1:16799|1.2361,0.6180|1.0000
some|0:208,539,757,1149;1:668,703,1036,2138,2777,3043,3118,3182,3286,3337,3444,4215,4823,4850,4984,5366,6826,8389,8396,9038,9423,9815,10517,10558,10889,11073,11244,12199,12201,12203,12719,13032,13036,13481,13603,13605,13678,13916,14196,14560,14687,14752,15003,15905,16477,17031|2.4721,28.4296|1.0000
way|0:209,244;1:125,514,547,1211,1763,1847,1997,2114,2390,2421,3759,3823,3991,4395,4457,4768,4956,5066,5306,5484,5691,6372,6401,6499,6537,6993,7001,7006,7312,7387,7438,7745,7758,7869,7911,7952,8082,8302,8557,8738,8813,8867,8974,9156,9187,9190,9193,9231,9261,9272,9418,9473,9666,10006,10039,10393,10442,11338,11993,12092,12427,12801,12889,12910,12916,13272,13301,13357,13361,13407,13674,14134,14212,14578,14594,14700,14766,14772,14774,14819,14934,14972,15040,15082,15104,15148,15165,15295,15301,15313,15429,15676,16034,16060,16283,16352,16367,16440,16681,16800,16962,17037|1.2361,63.0395|1.0000
connect|0:210,223,282,295,362,370,450,468,571,635,672,708,823,901,953,980,997,1012,1033,1043,1108,1138,1162,1219,1393,1400;1:11503,15153|16.0689,1.2361|1.0000
such|0:211,250,359,536,1080,1097;1:2805,11822,15293,15800|3.7082,2.4721|1.0000
can|0:212,270,276,350,356,440,504,565,608,791,838,999,1227,1272,1472;1:138,223,695,716,743,757,791,803,813,821,1013,1032,1079,1089,1214,1227,1237,1294,1312,1318,1324,1331,1369,1478,1506,1650,1804,2011,2380,2631,3171,3279,3561,3633,3785,3793,3803,3830,3840,3847,3855,3865,3877,3947,3983,4130,4394,4409,4422,4435,4441,4449,4596,4696,4780,4788,4802,4855,4977,5011,5013,5033,5149,5185,5226,5264,5270,5325,5355,5471,5519,5878,5914,6048,6065,6076,6090,6133,6144,6359,6662,6675,6951,6967,7023,7037,7243,7339,7354,7440,7710,7775,7879,7884,7901,7956,8040,8071,8087,8145,8188,8200,8229,8235,8263,8424,8523,8529,8777,8795,8814,8902,8940,8948,8963,9024,9079,9103,9125,9208,9282,9384,9453,9511,9604,9613,9635,9731,9734,9809,9999,10017,10085,10198,10338,10559,10619,10732,10909,11176,11219,11392,11394,11397,11513,11522,11525,11528,11533,11534,11662,11713,11761,11907,12271,12322,12400,12678,12697,12907,12913,12970,12990,13009,13017,13260,13312,13324,13409,13485,13547,13663,13784,13898,13982,14206,14247,14391,14396,14563,14635,14642,14734,14736,14756,14885,14969,15043,15192,15242,15248,15565,15629,15685,15735,15854,16035,16372,16432,16503,16504,16506,16511,16513,16519,16527,16531,16607,16642,16760,16768,16789,17161|9.2705,131.6412|1.0000
exchang|0:213,229,271|1.8541|2.0000
data|0:214,248,490,793,965,1133,1420;1:17176|4.3262,0.6180|1.0000
themselv|0:215;1:996,2157,2164,4633,4713,5488,13873,13874,13984|0.6180,5.5623|1.0000
other|0:216,298,346,425,437,439,471,540,841,863,911,1030,1072,1150,1207,1233,1446;1:601,699,749,1174,1303,1307,1310,1316,1322,1329,1749,2925,2939,3055,3121,3539,3563,3635,3644,3822,3985,4677,6020,7051,7102,7357,8137,8179,9299,9465,9634,10045,10148,11039,11596,11854,12011,12149,12463,12949,13451,13606,13796,13804,13909,14148,14292,14960,15031,15119,15906,15964,16537,16555,16587,16890|10.5066,34.6099|1.0000
creat|0:220;1:105,461,575,1952,1993,2006,2191,2391,2430,2737,2789,3311,3387,4770,5297,5643,6273,6670,10844,12493,13313,14371,15478,15502,15757,15874,15877,16116,16151,16157,16166,16458,16712,16942,16975,17162|0.6180,22.2492|1.0000
resourc|0:226,578,1491;1:487,4563,4749,4808,7032,7873,16839|1.8541,4.3262|1.0000
set|0:227;1:4013,4432,5969,7340,7346,7526,7661,9302,9372,9871,9966,10074,11840,12865,13864,13879,13904,15954,16149|0.6180,11.7426|1.0000
common|0:231,476,602,612,636,1237,1322;1:1338,2818,6851|4.3262,1.8541|1.0000
convent|0:232;1:9674|0.6180,0.6180|1.0000
call|0:233,482,647,830;1:299,659,696,705,1484,2187,2449,3185,3750,3977,5202,5288,5391,5718,6230,6472,7220,7405,7434,8916,9326,9507,12037,12185,14403,14611,14693|2.4721,16.6869|1.0000
over|0:235,1500;1:1751,1808,1929,1962,3156,3157,3714,3715,4249,5923,6009,6487,6513,7083,7318,7665,7839,8582,8629,8635,10391,10911,10944,10945,11283,11702,11957,12747,12928,13998,14858,16180,16181|1.2361,20.3951|1.0000
media|0:237;1:10902|0.6180,0.6180|1.0000
wire|0:242,664,704,1137,1169,1184,1419;1:788,12332|4.3262,1.2361|1.0000
togeth|0:243;1:7190,7651,14049,14159,16602,16995|0.6180,3.7082|1.0000
let|0:245;1:119,363,886,1104,1523,2120,2174,2185,2399,2691,2954,4062,4250,4327,5228,5230,6325,7112,7393,7568,7751,7805,7974,8014,8047,8068,9517,10282,10423,10573,10719,11070,11858,12061,12445,13574,14750,14833,15387,15391,15402,15410,16026,16551,16831|0.6180,27.8115|1.0000
hard|0:251;1:164,909,1838,3063,4811,6941,7018,8323,8881,8883,10254,12666,15654|0.6180,8.0344|1.0000
drive|0:252;1:438,1525,5983,7899,9426,9724,12447,14190|0.6180,4.9443|1.0000
cd|0:253|0.6180|2.0000
rom|0:254|0.6180|2.0000
fax|0:255|0.6180|2.0000
modem|0:256,1027|1.2361|2.0000
printer|0:257,360|1.2361|2.0000
etc|0:258;1:1471,1865,3702,4983,5321,8838,11849,13158,13508,13872,16195,16280|0.6180,7.4164|1.0000
autonom|0:264,273|1.2361|2.0000
where|0:266,328,334;1:96,1130,1529,1534,3491,3968,3974,3982,3996,4927,7327,7856,9509,9952,10610,10708,11660,12640,13145,13247,13830,14097,14188,14261,15110,16726|1.8541,16.0689|1.0000
mean|0:268,274;1:1200,1942,1947,2086,2246,3120,3177,4705,6349,6366,7049,7392,7781,8551,8758,8947,8962,8971,9132,10728,13267,13291,13538,13787,15068,15316|1.2361,16.0689|1.0000
start|0:277;1:257,275,293,557,844,901,920,975,1071,1106,1411,1488,2134,2149,2212,2717,2757,2788,2797,2827,2858,3556,3590,3734,3943,3949,3963,4059,4080,4132,4350,4901,4905,4911,4913,4930,5100,5190,5723,5750,5755,6003,6782,6797,7251,7253,7317,7713,8276,8677,9342,9622,10205,10450,10507,10515,10522,10643,11112,11149,12320,12754,12759,13085,13089,13233,14110,14683,15098,16265|0.6180,43.2624|1.0000
stop|0:278;1:1507,2059,2266,4554,5732,6542,6896,6923,7252,7254,7602,8334,8721,8895,10500,11633,11748,14807,14931,16632|0.6180,12.3607|1.0000
control|0:279,422,1426;1:441,884,1476,1480,3576,9995,10000,14355,14576|1.8541,5.5623|1.0000
anoth|0:280,492;1:1337,2282,3199,3758,3910,4117,6205,7516,7519,7715,8354,9360,9496,9522,9557,9828,10182,13331,14176,14319,14824,15101,17038|1.2361,14.2148|1.0000
fig|0:284,365,445,693,695,802,804,888,890,1038,1040|6.7984|2.0000
give|0:286;1:18,1362,1624,2821,3456,3574,3723,5966,7400,7718,7957,8033,8088,8161,8191,9220,9394,9559,9646,10641,11358,11728,11978,12383,12402,12425,12472,12921,13475,14624,15332,15572,15820|0.6180,20.3951|1.0000
exampl|0:287,972,1317;1:2419,3141,3200,4651,4932,5291,5527,8067,8747,9361,9478,9523,9600,9769,9830,11053,13668,14785|1.8541,11.1246|1.0000
school|0:289;1:1382,1755,13576,13624,13656,13671,13728,13770,15022|0.6180,5.5623|1.0000
compris|0:290,460|1.2361|2.0000
local|0:291,514,528,1188,1332;1:2657|3.0902,0.6180|1.0000
area|0:292,508,515,519,523,529,542,563,942,951,983,986,991,1048,1051,1079,1189;1:6779|10.5066,0.6180|1.0000
lan|0:294,517,531,580,593,689,697,798,806,884,892,998,1056,1131,1160,1209|9.8885|2.0000
each|0:297,345,470,480,706,717,732,820,906,925,945,1011;1:60,748,2453,4660,5259,5506,5521,6698,7356,14147,15030,16586|7.4164,7.4164|1.0000
variou|0:300,1173;1:7269|1.2361,0.6180|1.0000
ii|0:303;1:17196|0.6180,0.6180|1.0000
type|0:304,311,501,1174,1208,1282,1292;1:912,930,5931,10625,11437,11441,16022|4.3262,4.3262|1.0000
configur|0:306,313,1157|1.8541|2.0000
broadli|0:307|0.6180|2.0000
speak|0:308;1:133,11363,16295,16867|0.6180,2.4721|1.0000
there|0:309,860,1280;1:23,1009,1458,1660,1735,2144,2148,2435,2701,2822,2836,2843,3054,3166,3175,3192,3263,3293,3330,3414,3569,3639,3821,3892,4211,4568,4915,4920,5431,5434,5497,5548,5706,6306,6340,6388,6422,6539,6991,6999,7050,7147,7285,7597,7782,8024,8046,8380,8736,8918,8951,9259,9504,9641,10011,10132,10398,10402,10431,10471,10588,10594,10777,10932,10964,11584,11589,11944,12097,12281,12287,12655,12657,13006,13014,13051,13119,13123,13175,13199,13300,13303,13355,13356,13360,13406,13443,13448,13450,13456,13512,13582,13586,13609,13677,13733,14040,14044,14098,14411,14469,14762,14769,14901,14927,14937,15014,15092,15255,15767,15944,16247,16418,16508,16620,16727|1.8541,71.6919|1.0000
commonli|0:326,881|1.2361|2.0000
less|0:329,553,1394;1:100,104,272,282,304,817,871,923,3075,3761,4332,4337,4404,4556,4989,5387,5611,5697,7964,8349,8613,9742,9921,13936|1.8541,14.8328|1.0000
ten|0:331;1:511,616,1272,2323,2875,3766,4816,5659,5778,5845,7576,7580,7587,7616,8315,8321,8665,8754,8756,9797,11046,11103,11106,11184,11285,11472,15093|0.6180,16.6869|1.0000
involv|0:333;1:3627,5423,12286,12935|0.6180,2.4721|1.0000
strict|0:335;1:4621,10345|0.6180,1.2361|1.0000
secur|0:336,1609|1.2361|2.0000
necessari|0:337;1:12969,15382|0.6180,1.2361|1.0000
same|0:339,1059;1:203,584,1406,1421,2381,4012,4819,5065,5880,6677,7719,8772,9294,9329,11403,12129,12279,12365,14117,14516,15130|1.2361,12.9787|1.0000
statu|0:340;1:173|0.6180,0.6180|1.0000
henc|0:341|0.6180|2.0000
term|0:342;1:1454,2122,2171,3371,3621,4367,4385,7999,9491,10273|0.6180,6.1803|1.0000
equal|0:347;1:15758|0.6180,0.6180|1.0000
foot|0:348;1:9296|0.6180,0.6180|1.0000
across|0:352,966,1266;1:752,16920|1.8541,1.2361|1.0000
scanner|0:361|0.6180|2.0000
ani|0:363,1001,1230,1232,1363;1:1232,2409,2781,3034,3671,4698,5001,5575,6155,7314,8184,9298,10441,12431,13209,13342,13993,14325,14539,14783,14827,14879,14940,15302,16292,16521,16593,16674|3.0902,17.3050|1.0000
repres|0:367,447,692,801,887,947,1037,1357;1:13654|4.9443,0.6180|1.0000
how|0:368,448;1:103,449,714,837,867,875,881,1269,1350,1434,1590,1678,1757,1784,2608,2626,2813,3023,3434,3462,4049,4137,4177,4183,4663,4778,5360,5529,6027,6382,6777,6986,7276,7415,7532,8407,8426,8466,8528,8544,9148,9233,9444,9446,9448,9450,9553,9955,10504,10920,11326,11342,11405,11653,11699,11716,11734,11827,11839,11842,11845,11852,11931,11935,12211,12461,12814,12988,13258,13386,13502,13529,13551,13560,13566,13886,13897,13906,13976,14002,14014,14227,14562,14640,14658,14759,14957,15734,15832,15843,15950,15958,15971,16146,16371,16496,16544,16663,16825,16833|1.2361,61.8034|1.0000
127|0:394,1313,1318|1.8541|2.0000
suitabl|0:401|0.6180|2.0000
larger|0:402;1:15673|0.6180,0.6180|1.0000
central|0:404,814,828,959|2.4721|2.0000
act|0:407;1:2727,4105,4415,8378,10738,11634,11938,15318|0.6180,4.9443|1.0000
storag|0:408;1:3806,14507|0.6180,1.2361|1.0000
locat|0:409,535;1:11048|1.2361,0.6180|1.0000
applic|0:411,1445,1450,1566;1:5854,10525,13320,13358,13408,16967|2.4721,3.7082|1.0000
usual|0:414,916;1:1574,3246,3616,3660,3722,4303,5508,5654,6288,6294,6302,7012,7178,7466,7472,7776,7885,9115,11619,12631,12652,15111,15284|1.2361,14.2148|1.0000
higher|0:416,567,596|1.8541|2.0000
averag|0:418;1:2202,14617,15746|0.6180,1.8541|1.0000
perform|0:419;1:14267|0.6180,0.6180|1.0000
access|0:424,433,780,1469;1:1021|2.4721,0.6180|1.0000
refer|0:427,1530;1:1489|1.2361,0.6180|1.0000
administr|0:432;1:12859|0.6180,0.6180|1.0000
right|0:434;1:404,1639,1732,1767,1793,1807,2472,2848,3112,3890,4169,4339,4644,4814,5327,5690,6212,6690,7123,7449,8198,8251,8891,8915,9640,9950,10279,10421,10649,10674,10983,11384,11764,12373,12603,12673,12706,12906,13003,13354,14170,14620,14822,15529,15533,16517,16542,16814,17118|0.6180,30.2837|1.0000
while|0:436,978;1:1074,1822,2480,2525,3799,5093,5340,5398,8262,9573,10514,10726,10946,14144,14842,15063,15390,15412,15893|1.2361,11.7426|1.0000
cannot|0:438;1:4996,12523,12525|0.6180,1.8541|1.0000
use|0:442,488,547,570,644,655,670,813,882,1026,1058,1140,1460,1494,1538;1:77,139,554,572,615,646,1016,2104,2398,2652,3808,3841,4075,4601,4634,5131,5169,5833,5851,5888,5933,5976,6045,6060,6108,6249,6447,6726,6902,6905,6912,6926,6931,6988,7421,7823,8049,8324,9320,9489,9568,9576,9899,9907,9910,10215,10406,10412,10597,10790,10822,10994,11156,11510,11971,12313,12459,12540,12618,13693,13736,14299,14583,14668,14673,14733,14860,14995,15297,15298,15432,16070,16272,16314,16328,16424,16453,16535,16720|9.2705,48.8247|1.0000
3|0:446,1196,1569;1:549|1.8541,0.6180|1.0000
iii|0:455|0.6180|2.0000
compon|0:456,462|1.2361|2.0000
minimum|0:463;1:4765,7733|0.6180,1.2361|1.0000
least|0:464;1:7503,7740,8187,12615,14087,14149,15159,16099|0.6180,4.9443|1.0000
cabl|0:467,551,638,646,817,858,1008,1018,1088,1180,1186|6.7984|2.0000
although|0:472,1397|1.2361|2.0000
wireless|0:473,526,935,1093,1141,1187,1542|4.3262|2.0000
interfac|0:478,484,909,1417,1451|3.0902|2.0000
card|0:485,1418,1428;1:3874,9513,9882,10331|1.8541,2.4721|1.0000
nic|0:486,1543|1.2361|2.0000
